date	business_id	review_id	user_id	stars	funny	cool	useful	text	name	address	city	state	postal_code	review_count	is_open	categories	longitude	latitude
2016-10-16T22:59:54Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	r92ShO-6XC-fVcp7DIkSDA	HCrzNcdX-yI2yifC-PHxoA	1	1	0	1	I wish NO stars was a possibility. What a horrendous experience. AVOID AT ALL COSTS! Starving is better than coming here. You've been warned!	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2018-11-06T14:50:50Z	grZ6FnfZoj1pQWElAQve3g	VzxcwSDoXTAXl3X57LUkMA	3xSglGfW0ZxtJp0vbv3NhQ	2	0	0	0	"Food is always pretty good here but that is at the expense of waiting in line for damn near forever.

The drive thru line was almost out to the street so we decided to go inside and order to-go.  It took almost 20 minutes to get our food (even though we ordered immediately). So even if you have a small order & take the time to go inside, they will still serve the entire drive thru line before they bag up your food.

I know this because I fixated on one vehicle that was at the end of the line and they were at the drive thru window waiting for their food when we got back in the car."	Wendy's	2410 W. Liberty	Pittsburgh	PA	15226	22	1	Fast Food, Restaurants, Burgers	-80.0241271	40.4002348
2018-11-08T13:03:13Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	7rKG8y6_L8KUsCZSpAmfdw	HCrzNcdX-yI2yifC-PHxoA	1	0	0	0	Against my better judgement I stopped to get my mom oatmeal and my wife an egg McMuffin. Two small coffees plus the food came to $9.20. I paid and wasn't given a receipt. My mom was with me. I go through the drive through and they forget the oatmeal. I don't move and when they come back two different women argue with me saying that without a receipt they can't help me. I LEVER LEFT!! They didn't give me one! Check the cameras, count out the drawer, figure it out! Not only that, the "manager" had the nerve to tell me they didn't charge me for it... Since when did an egg McMuffin cost $8? Avon Lake McDonald's is a horrible place and I will never ever ever go back again in my entire life. Second terrible experience and there will not be a third.	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2016-05-16T03:41:13Z	awGiEZOQ7ldhrzTbibpV2w	5efItlPVkFgGonV8iYCpHA	ouI1xciHLEMSriQUK95nlQ	1	1	2	1	"Sigh...I don't know why I even bothered to give this particular location another go after my last visit (see previous review). Everything went well until the one woman dropped off my food near the curb and I'm not asking you to do a tapdance for me as you drop my food off to me, but a simple smile or acknowledgement would be nice after I politely said "Thank you! Have a nice day." Maybe she was having a bad day. NBD. Checked my food...no syrup or butter. ..a little annoyed, but not a huge deal. Park car. Get out in my wildly inappropriate leopard print pajama shorts to retrieve condiments. 

Wait. Wait. Wait patiently for someone to acknowledge me or state "can I help you?"

Girl eventually turns around after smacking a bag angerly out of her way and gives me a look with no words that clearly states, "WHAT?". Reaches over for condiments after I politely asked like I just asked her to pump maple syrup out of a tree for me. Hands them to me without a simple sorry, eye contact, nothing. 

I don't expect someone to bend over backwards to me, nor am I that critical of service...but body language and attitude are hard to pass up. 

My next visit to McDonalds was at another location. Avoid this one at all costs."	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2019-02-26T20:29:25Z	CP7TRCpeBr1sTtWqcfRHxQ	4QGHMNvx4JfSRHAh8On--w	HTeLBSUalvO9BTxsNiLIzQ	2	0	0	0	I order this a few times a week how do they get this wrong so often? Only pickles. It looks like they tried to scrape the ketchup and onions off.	McDonald's	225 Mount Lebanon Blvd	Castle Shannon	PA	15234	9	1	Fast Food, Food, Restaurants, Coffee & Tea, Burgers	-80.0378389491	40.368614136
2018-07-25T18:31:38Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	VAlo64uLGlxsl2CFVB-m3w	O9HUfMpphULcMVnKeurQ6Q	1	0	1	0	This Avon Lake, Ohio McDonald's has a Play place that is always closed. We have been there three times this month in the mornings and they have it blocked off cleaning at the most inappropriate times that our 21 month old grandchild could visit and we had to leave this place and go elsewhere. Not worth the time or effort to drive to McDonald's again. Thanks to Burger King on Detroit Rd, here in Avon for making there play land possible and worth the time.	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2010-08-18T23:34:59Z	CxvirkRLRYaspG6GKn73YQ	zK0j2KXN7ATLPcjCAvWx7A	P-u44KFPjtKEUzXqLkeWOQ	1	0	0	0	Dirty and super ghetto. Though you probably figured that out as you drove by.	McDonald's	22801 Emery Rd	Warrensville Heights	OH	44128	4	0	Burgers, Food, Restaurants, Coffee & Tea, Fast Food	-81.5187796	41.4352392
2019-03-19T00:27:27Z	DNKb7_EJPGBULaUwL0mq8g	hTqbzQQeV1maXJS2wu6DcQ	0l1I3fu22Aec8S5VG6NiqQ	2	0	0	0	"Okay, I don't like to be a hypocrite, because we all have bad days and want them to end, but the service I'm currently receiving in the drive through is absolutely atrocious. I work in the service industry and have since I was 15, so I do understand. I'm not just another asshole looking for handouts. 
I pull up to the screen to order and am created with "start with your order" or something along those lines. Not a very good start. Tells me to pull to the window for my total. The wait wasn't as long as it usually is, I think I went from ordering to receiving my order in 5 minutes max, however the usual wait time is awful.  The older woman with glasses (and blonde hair maybe?) at the window was EXTREMELY rude and unprofessional. She tells me my total and goes to cash me out, but leaves the window open. She then proceeds to get shitty with the person trying to order and yells out "GO HOME" before closing the window and storming off.  The young girl who gave me my food after this was very professional and did tell me to have a good night (which is usually skipped over).  
I understand working in fast food is stressful, I was there a few years ago. But you are on stage. You need to at the very least be professional."	McDonald's	2925 Freeport Rd	Pittsburgh	PA	15238	14	1	Food, Burgers, Coffee & Tea, Restaurants, Fast Food	-79.8301523924	40.5391735896
2016-10-12T17:58:00Z	nwjIvTxJt2GpMoKzuKWIBQ	dzVIqdS20dmSOGU_I05hPA	Iq_-UfNcdi7xi9oVjGfwnw	2	1	0	0	Everything was okay with 2 exceptions. The fries were greasy and soggy. I saw an employee make a carmel latte and when whipped cream squished out when she put on the lid she LICKED it off! I was freaked out. A bit better to see later that she made it for herself, but I wish she would not have done that while preparing other's food	McDonald's	2518 W Liberty Rd	Pittsburgh	PA	15226	29	1	Burgers, Restaurants, Coffee & Tea, Fast Food, Food	-80.026439	40.3987796
2015-06-21T16:07:02Z	awGiEZOQ7ldhrzTbibpV2w	MmV0SCwcSi8cIOrNkwmCsg	dqfCjksa09IAWvnUObGhPQ	1	1	0	2	"This place is ridiculous. It's a prime example of why McDonalds is on the decline.

I wait 15mins for an iced coffee, she brings it out without a straw.

"Well I thought someone else gave you one."  And then she just leaves, no attempt to correct the situation. Worst drive through service ever."	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2019-07-20T22:35:30Z	grZ6FnfZoj1pQWElAQve3g	O6g1d4R0piCc-FxwfUa5hg	wrUYC0wc987XBBAoskOCHA	2	1	2	2	"Well this is by far not my favorite Wendy's, but it's close to my apartment. Today was hot, humid and I really wasn't terribly motivated to rush home to a hot apartment to cook and pack to move. So I thought swing on by Wendy's, have a small salad in their air conditioning and charge my phone while skillfully avoiding packing.

They have parking on both sides of the restaurant in as well as in back. But what is it with these fast food restaurants? Another case of "you have to walk through the drive-thru in order to enter the building".  Am I the only one that sees a possible lawsuit and an accident waiting to happen? No? Good! I thought it was just me.

 This is a rather large restaurant, with plenty of table seating and a few booths. There's also counter seating on either side of the store, overlooking the scenic parking lot. The advantage here is they they have outlets to charge your phone. They also have two more outlets on either side of the gas fireplace, which dominates about one third of the dining room. I sat at a counter, charging my phone and ate my half Berry Burst salad. It was fresh and flavorful. It would have been great if it had as many strawberries as blueberries and feta. It was on a bed of greens, mostly leaf lettuce. The moment I saw iceberg, I booted it, especially since it was brown. I have zero patience for that. I also have no patience for the trash that sat on two tables and around the trash basket the whole time I was here (90 minutes). They had plenty of employees and very few customers. So, no. No excuse. 

All the employees are always polite, just not friendly. They usually say (in a bored, flat tone) "hi can I take your order?" as if it's a run-on sentence. Still, they manage to get the orders correct, just slowly. As with every fast food place, the drive-thru is their priority. I'm old enough to remember when fast food was fast. And cheap. Now, it's neither. Sigh."	Wendy's	2410 W. Liberty	Pittsburgh	PA	15226	22	1	Fast Food, Restaurants, Burgers	-80.0241271	40.4002348
2016-05-29T22:27:39Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	VriXbx4xnSyyDWWa77w-xA	CsCsT-eHSkg3xiVYJl4HAw	1	0	0	1	"Out of date/time apple pies . Fish sandwich covered in sauce both inside the bun, outside the bun and in the box.
Not good!"	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2018-09-04T12:50:14Z	di3wdIs-q4Y3GHM2YFYIdg	oyZnLtgKeMQhJEMe16LWXg	EV0RAVHCwTQRC02mx-58yQ	3	0	0	1	"Yes, I understand that I am reviewing Mcdonald's a Fast Food restaurant but I feel like I will not come back to this location because of a couple things and they are as follows, I was trying to use their new order and pay boards and was not sure how to make the drinks large on the option and asked an employee for help and she seemed kinda disinterested to help me so I canceled my order on the board and just ordered at the front counter and she still seemed uninterested ( i think she didnt wanna be at work) and I told her my order and my order was simple as it was just a sausage egg mcmuffin with cheese meal with a hashbrown and a large orange juice and she screwed even that up because she told me my cup was out in the dining room when I clearly ordered a Orange Juice so i just got pop instead I guess and she didnt even hand me my reciept.  The Other reason is the place just feels dirty to me and what I mean by this is that the floor is really sticky in my opinion. The Food was your typical mcdonalds food as the hasbrown tasted more like the oil in the fryer and was barely warm and the mcmuffin is what saves the day for this review because it was nice and hot the english muffin was warm and soft and it was really good and if it was not for the mcmuffin I would probably have rated this location a 1.

Again I know it's a fast food restaurant and not everything is gonna be perfect but how do you screw up the easiest order on the planet in my honest opinion."	McDonald's	482 Howe Ave	Cuyahoga Falls	OH	44221	5	1	Fast Food, Burgers, Coffee & Tea, Food, Restaurants	-81.4772419631	41.1186279924
2017-11-05T13:20:30Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	R8Qtc0vsZGUZdgELZCP9Jw	Clb-nW3BAeFAiblkAgw98g	1	1	1	0	Horrible service. Always get the order wrong. Then drive through associates would rather argue with you than fix their mistake. I'm done going here. I need to stop eating fast food anyway. This place is crap.	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2019-11-05T00:22:18Z	avgWQOnKiRAoJiG4RMDeiQ	kUu1EwooG_3jG7qR_-ShLA	HtaSDsm0rI9qYKqI-_m-mQ	2	0	0	1	"It's Burger King, which is good. And that's about it. 

Unsure if the heat was turned on inside. Ordered a plain cheeseburger, and got a cheeseburger topped with pickles. Between two bottom halves of a bun. With no other customers inside."	Burger King	810 North Main Street	Oregon	WI	53575	13	1	Burgers, Fast Food, Restaurants	-89.3829513	42.9384063
2019-07-11T01:31:02Z	v3kXkK9ga8jfgetr0Hb5Eg	HEBeofxSoZoqZIMml1zZeg	Yh6EpT-hk63DFlAfvmGulg	2	1	0	0	We went today to get 3 large drinks.  They put 3 large drinks in a drink carrier.  My husband said we didn't need the carrier. The girl told him we had to take it.  Why ??  We both have carpal tunnel and arthritis in our hands.  A carrier is heavy for us with 3 drinks and he didn't want to drop them.  I don't understand why it was a problem.	McDonald's	31115 Vine St	Willowick	OH	44095	8	1	Restaurants, Coffee & Tea, Burgers, Food, Fast Food	-81.469927	41.6429207
2019-10-16T18:11:59Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	ElfBHf2MLODQEU2KDZxS4w	CsCsT-eHSkg3xiVYJl4HAw	1	0	0	0	"Out of date/time apple pies . Fish sandwich covered in sauce both inside the bun, outside the bun and in the box.
Not good!
Complained about cold fries they replaced them with more cold fries.
How do I remove that one star it should be zero. This is the worst McDonalds I  have ever visited. Management and staff just don't care."	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2018-04-07T02:23:16Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	0XETxajU6LjDaL76gZQxRg	k33uXrbMUKhS0ZH_vJGTDQ	1	3	0	0	Why , why, why can't you guys get the drive thru orders right???? I always order a happy meal with the extra fry instead of the apples. I'm going to say that 9 times out of 10, I don't get the fry! If I check before I leave, I tell them but most of the time I don't find out until I'm home. I really don't want to go back just for a fry. And please don't get me started on how they almost never give you the sauce for your nuggets! And if I order a 10 piece, I get 3 sauces. If I order a 20 piece, I still only get 3 sauces. How do you justify this???? The drive thru is slow, workers are not very friendly. Straighten up McDonald's, Burger King is right across the street you know.	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2019-10-20T00:36:19Z	grZ6FnfZoj1pQWElAQve3g	N2G40lR6T4UUujo-btmxzQ	2XzJdAmwZNMpFnNQ3YSDTA	2	0	0	0	Even though the order was correct on the drive-through screen, all four burgers were not made correctly. No ketchup on a cheeseburger that was ordered with nothing but cheese and ketchup and it had onions and pickles instead. Two singles that we specifically indicated should have no cheese -- you guessed it -- both had cheese and my daughter can't even eat cheese. Fries were suspiciously spicy -- other family members verified that it wasn't just me, that the barely-warm fries tasted like someone had accidentally sprinkled them with some type of spicy seasoning rather than salt.  The other burger had no ketchup when ketchup was on the order. Note that the young man who took the order did indeed enter all of it correctly (these were not weird requests, just things like ketchup only or no cheese). Lesson learned -- either 1) don't go here again because the order is rarely right, or 2) check the order by opening every item before driving away, not just making sure it was all there in the bag.	Wendy's	2410 W. Liberty	Pittsburgh	PA	15226	22	1	Fast Food, Restaurants, Burgers	-80.0241271	40.4002348
2019-05-07T19:52:48Z	trZ9PBGPUil8NEAoFdb1rQ	OEXk8-kI6CW8VO8zciA3JQ	QfBB0UmM2XwRvnxZ8FxGkg	1	0	0	0	"I'm so shocked and surprised that this place is still opened and is still in business....rude employees, they never get the order right and they don't know how to make burgers!!!
How do you fail at making a burger-_-"	McDonald's	10700 Brookpark Rd	Brooklyn	OH	44130	8	1	Fast Food, Food, Burgers, Restaurants, Coffee & Tea	-81.7589984742	41.4189079924
2019-05-19T04:51:15Z	nwjIvTxJt2GpMoKzuKWIBQ	hBnKv3WioIGprRtmm6soog	nKqVSWzP9dcEV3S6H3CfFw	2	0	0	0	"This location gets a 2 out of 5 because that's how often I get a CORRECT order. My husband & I just went through the drive threw & ordered 2 large sweet teas with light ice & 2 large sweet teas with no ice. We received them & 3 had light ice & 1 had no ice. No big deal. But then, as we were driving back home, I tasted 1 of the teas & it wasn't sweet at all. Tasted the 2nd - not sweet. Tasted the 3rd - not sweet. Tasted the 4th & WAS NOT SWEET. Like come on guys, it's sweet tea lol. That's the one thing that should be insanely hard to mess up. But alas, here we are.

**UPDATE**

We went back for the correct teas and they had my husband pull outside the door to exchange for the correct teas. He stood outside waiting 10 minutes."	McDonald's	2518 W Liberty Rd	Pittsburgh	PA	15226	29	1	Burgers, Restaurants, Coffee & Tea, Fast Food, Food	-80.026439	40.3987796
2019-03-02T10:08:54Z	awGiEZOQ7ldhrzTbibpV2w	tvbPhDjNohPx5okR-38Xnw	vERBKZ5wEOO1DhRdNonVFQ	1	0	0	0	Worst McDonald's in Cleveland, prepare to wait forever and have your order wrong every time. Also they list breakfast hours starting at 6 AM, show up at 4 for some hamburgers and then they tell me only breakfast. Update your website you lousy amateurs... thank you	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2014-12-20T22:36:49Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	BysgtU-EOZm23gC3B5YCoA	CsCsT-eHSkg3xiVYJl4HAw	1	0	0	1	Be prepared to pay about 20% more for food in this franchise outlet than in a regular McDonalds company restaurant.	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2019-03-30T02:41:13Z	nwjIvTxJt2GpMoKzuKWIBQ	nnRIU-48liMOeukSz0EusA	9QZnozGvOPGiCzNRpM7cVw	2	0	0	0	Customer service is good. Just looking for the rest of my latte....still looking...not here....still not here.	McDonald's	2518 W Liberty Rd	Pittsburgh	PA	15226	29	1	Burgers, Restaurants, Coffee & Tea, Fast Food, Food	-80.026439	40.3987796
2014-04-30T01:26:26Z	nwjIvTxJt2GpMoKzuKWIBQ	UKCe-D72VZUvaQ7LH5Wpog	G3pnUOdt7sO6kfQJRw31Yw	2	0	0	0	McDonalds in my opinion is terrible. But in the facts side they get orders wrong all the time. Their drive through is nice. There is lots of parking which is an up. Their drinks are usually all I get. Their fries are the bomb.	McDonald's	2518 W Liberty Rd	Pittsburgh	PA	15226	29	1	Burgers, Restaurants, Coffee & Tea, Fast Food, Food	-80.026439	40.3987796
2019-08-18T15:58:31Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	NQR0PCu0w5dYuvkEOil-Uw	dNGr_hcHvlfWFRrECmhcnw	1	0	0	0	"Absolutely the WORST service of any McDonalds. Ordered three breakfast sandwiches and was directed to park in the drive through pickup lane. Waited over 10 minutes and finally went in to see what was going on. Waited another five minutes for someone to acknowledge me. I asked where our order was, and at that moment one of the employees came to the front with two bags and asked if one of the orders was ours. No apology no thank nothing. 

Everyone  - from the cashier to the order pickup window to the inside clerk - was unfriendly and rude. Would advise you to take your business elsewhere!"	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2017-03-15T21:57:18Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	rr-JFJG27qvAtDsuISOAEA	CsCsT-eHSkg3xiVYJl4HAw	1	0	0	2	"Out of date/time apple pies . Fish sandwich covered in sauce both inside the bun, outside the bun and in the box.
Not good!
Complained about cold fries they replaced them with more cold fries."	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2018-11-04T01:45:13Z	v3kXkK9ga8jfgetr0Hb5Eg	2ge1y7yFA7FvxZIWIptO-g	LDwlpZE6tvMC_bb7LXoRDA	2	1	0	0	This is an updated McDonald's, so it has double drive thru lanes.  However, it always seems crowded and it just seems that their drive-thru is slow.  I pulled in when it seemed fairly empty and it still took a long time. I asked for an ice cream cone at the end of the summer season.  It didn't seem unreasonable to not have it as they offer shakes all year round.  They said the machine was being cleaned.  From my perspective, it just seemed like they didn't want to bother.  So we went to Wendy's for a frosty instead.	McDonald's	31115 Vine St	Willowick	OH	44095	8	1	Restaurants, Coffee & Tea, Burgers, Food, Fast Food	-81.469927	41.6429207
2019-10-21T11:27:00Z	trZ9PBGPUil8NEAoFdb1rQ	wE10KFGfPJjE8aE3UydhuQ	aQGMBUWogD8bF4tm77zxCw	1	0	0	0	"I won't beat McDonald's up on the food.  It's fast food. And it tastes good most times.  And today was no exception.  
But the reason for my review being one star. Lack of responsible management. This place doesn't have a bad employee problem. This place has a bad management problem. Which leads to underperforming employees. I arrived at this location at 540.  I had to be at work two minutes away at 6 pm. It was not busy by any means. The drive thru had four cars in it.  I went inside.  The inside had one customer. I was late for my job.  
All I ordered were two McDoubles.  And a drink. I don't understand how it could happen.  
So let me get to the good part. One of the female employees had her foot on a shelf as she was waiting for the order to be prepared. No manager in sight. Another employee. Dropped an F-Bomb.  Realized she said it. And covered her mouth afterwards.  Just way to much conversation. That had nothing to do with expediting.  
If they are able to get good management. The employees will do just fine. Because when a female manager did step out from the back. Things quickened up.  And the team acted as a team.  And got orders out in a quick manner. Problem was.  I still was late for work.  So it happened too late.  If I didn't pay. I would've left. 
I will come back to this location. And give it another try. But there is a McDonald's less than one mile from this location.  So if this place is bad.  I will just drive to the other one."	McDonald's	10700 Brookpark Rd	Brooklyn	OH	44130	8	1	Fast Food, Food, Burgers, Restaurants, Coffee & Tea	-81.7589984742	41.4189079924
2019-04-10T02:42:14Z	-8PU0Z4Q2Nc-sY0eBj4DiQ	jC_R9BssZyO3jcm2bJfFkA	mDRao8ADNyDKEf9nJDcDxw	1	1	0	0	I brought my 4 year old grandson to this McDonald's this evening, basically because it has a play area. The place was filthy, from the general eating area to the play area to the restroom. We will not be back.	McDonald's	32799 Walker Rd	Avon Lake	OH	44012	12	1	Burgers, Fast Food, Restaurants, Coffee & Tea, Food	-82.0201537495	41.492595134
2016-04-11T16:51:31Z	HfNgywD3im9Im5n7hG-9qA	z610t5qiNIaqpvXiEMa1Ow	0sL9uFo-1y6f7Ws14mGmww	1	0	0	0	This McDonald's is by far the slowest that I have ever been to.  I try to find positives in all my reviews but this one is tough.  I have waited in the drive through numerous times for 10 minutes plus to get the kids some happy meals as we are busy running them all over and it never fails the bigger the hurry I am in the longer the wait.  Sometimes when I see the line is long I go inside to try to avoid the long wait but to no avail the wait is just as long if not longer inside.  My son and I actually went inside sat down as we were in no hurry this time and there were several people in front of us waiting as well.  We ordered 2 fish sandwiches some fries and chicken nuggets and no joking waited 18 minutes to get our food.  I have had faster service at a sit down restaurant and far better food as well.  I guess the only positive I can say is that my order has never been cold, it is always fresh and hot.  My advice would be if you are truely in a hurry for fast food avoid this McDonald's as they are not a "fast" food restaurant.	McDonald's	State Hwy 19 And County Rd N	Sun Prairie	WI	53590	7	0	Restaurants, Fast Food, Burgers	-89.212639	43.1878022
2017-10-24T22:48:20Z	lRfteK8D_8pfoFTk4ZuOqw	ry-lHWn5cqbMX39zv63aEg	UF32lXb79D29HIk0BWdqWA	1	0	0	0	Rudest staff and they mess up your order. Go across river to other fast food chains where order is not messed up and disgusting and people at least say hello.	Wendy's	4524 Browns Hill Rd.	Pittsburgh	PA	15217	36	1	Restaurants, Burgers, Fast Food	-79.925176	40.416731
2017-10-25T22:49:09Z	lRfteK8D_8pfoFTk4ZuOqw	xxZaU3AIhMU2n7WfasMzwQ	MMwgn-o1nuhfBzTLoS-cTg	1	0	0	0	Inexplicably slow. This location recently underwent a renovation, and it probably should have stayed closed. There's clearly a management problem. It's always short-staffed and the crew that does come to work always seems distracted or pulled in several different directions. Yes, it's a fast food job, I get it. But one of the first rule of hospitality is to pleasantly greet your customers. I've waited for ten minutes at the drive thru waiting to place my order hearing a word or speaking up myself. It's a shame, because the location is great, but it's been run into the ground.	Wendy's	4524 Browns Hill Rd.	Pittsburgh	PA	15217	36	1	Restaurants, Burgers, Fast Food	-79.925176	40.416731
2016-09-19T13:30:42Z	XyNFUZW-uiu4pI4y700TJg	cYqLUMVd8Djiw9TdgjG6Jg	z8NtNeWmeAZsQcglcUKCIw	1	0	0	0	Went for breakfast this morning, ordered a steak egg and cheese bagel with no slivered onions extra breakfast sauce. Got a burnt steak with a burnt Bagel two pieces of cheese no sauce and no egg. I ordered 2 breakfast burritos with a cup of breakfast sauce on the side and had to ask for the sauce again when I got to the window which wasn't a big deal, but I get home and the Bagel isn't right either. I wish they could just read the screen and make my food right.	McDonald's	600 Pine Hollow Rd	McKees Rocks	PA	15136	5	1	Restaurants, Fast Food, Burgers, Coffee & Tea, Food	-80.0956963701	40.4739402725
2017-11-07T23:59:04Z	HfNgywD3im9Im5n7hG-9qA	U8-JSD2utVQ83LVY95Zmlw	ZRjxaomzwTWCfVqWNr0Wpw	1	0	0	0	This is by far the absolute worst McDonald's I've ever been to just throw the whole staff away and start over ‍	McDonald's	State Hwy 19 And County Rd N	Sun Prairie	WI	53590	7	0	Restaurants, Fast Food, Burgers	-89.212639	43.1878022
2015-03-19T17:26:33Z	aQKix0iMREiJsFGr7mH1mA	DDkXdjNmfSE2sBgQTUI33Q	D3CwkoNRGF-euOlk_qnrMg	1	0	0	0	If there was an option for less than one star I would choose it. This is by far the worst Wendy's and the worst fast food restaurant I have ever been too. Unfortunately this is very close to my home. I've been here at least a dozen times. Always rude service. Once walked in the store only to witness a cashier screaming at a customer when the customer pointed out they gave him the wrong burger. My experience was  similar that night. Today at noon, had a rude man in his late teens or early 20s basically rush me through my order, then he kinda tossed the food to me when I paid, didn't say a word. The burgers were dry and room temperature. The buns were stale. The Fry's were cold and soggy. Never again, I will never go to this Wendy's again. Sure if I go in they'll give me a coupon or something. Been there, done that.  It's a consistent issue and there are many options near by.	Wendy's	6296 Steubenville Pk	Pittsburgh	PA	15205	5	1	Fast Food, Restaurants, Burgers	-80.1534225986	40.4474531254
2018-02-26T00:42:51Z	lRfteK8D_8pfoFTk4ZuOqw	qjoa2TSr_RnrPhylJ0aMtQ	RC01A85mhpNTbEeSXiR-3w	1	0	0	0	Worst Wendy's ever, even if you're the only one in line for the drive-through expect to wait a long time	Wendy's	4524 Browns Hill Rd.	Pittsburgh	PA	15217	36	1	Restaurants, Burgers, Fast Food	-79.925176	40.416731
2018-08-25T20:43:12Z	7vqsCTpH_QFomi0Q_URf2w	yccIflVw54xDb-mvuDq5pw	hDSeawZ10uiqU8lZk6knUg	1	0	0	0	Overcooked, tasteless homestyle chicken sandwich on soggy bun; cold french fries; Coke with an aftertaste of cleaning fluid. Ahhh, the stuff that dreams are made of.	Wendy's	5025 Darrow Road	Stow	OH	44224	10	1	Fast Food, Restaurants, Burgers	-81.4397133	41.2017224
2017-10-12T01:05:27Z	lRfteK8D_8pfoFTk4ZuOqw	V-gUOZLXxPaJOfg9TrTotw	k4_ZNQ_qx9iiuJDymERaAw	1	0	0	0	If you want to sit in a drive through for 20 minutes and be treaty terribly by teenagers, this is the place to go	Wendy's	4524 Browns Hill Rd.	Pittsburgh	PA	15217	36	1	Restaurants, Burgers, Fast Food	-79.925176	40.416731
2016-01-06T11:53:47Z	7vqsCTpH_QFomi0Q_URf2w	hQlIs6LWMM2W_v0KZvWVfw	Dh9jED5S6z195E25mUt3Kg	1	2	0	2	Pull up to the drive-through and ask for a second. No response, no big deal some people just don't have manners. Pull up to the drive-through window and I'm handed a cup of red fruit punch that has more on the outside of the cup than it does on the inside. That is just what I want red fruit punch all over the tan interior of my car. Asked the girl to wipe the cup off, you would've thought I asked her to shoot her dog. Get my items MINUS 2 things that I paid for. This is the worst Wendy's ever. I would not return.	Wendy's	5025 Darrow Road	Stow	OH	44224	10	1	Fast Food, Restaurants, Burgers	-81.4397133	41.2017224
2015-09-28T23:15:32Z	HfNgywD3im9Im5n7hG-9qA	EBrvXyAwRwPTWueDbIsk3g	Wh_8goD4uOvTWO7_biJIQA	1	0	0	0	This McDonalds should be closed for mismanagement. I have been sworn at numerous times at this location by the same employee. Hard times have obviously hit McDonalds as they will apparently hire anyone. I have waited in the drive through for over 20 minutes and have seen several people ask for refunds due to long waits for food inside the restaurant. I have also witnessed cars order and then drive straight through because the wait times are too long. I have never seen anyone apologized to and  have even seen employees eating and drinking while working the front counter. I have talked to management and will be contacting ownership shortly.	McDonald's	State Hwy 19 And County Rd N	Sun Prairie	WI	53590	7	0	Restaurants, Fast Food, Burgers	-89.212639	43.1878022
2017-11-18T23:21:22Z	HfNgywD3im9Im5n7hG-9qA	LJzC3RBT5TwQgy5BApJOIQ	XQ4aXSVXhRjEbu5wyI6Tbw	1	0	0	0	Went thru the drive through just to get a Coke. As usual, only one lane was working. Was told by employee to pull up to window one to place my order. There was no employee at window one. Sat behind the car in front of me for 13 minutes. Of course, there is no way to leave once you're in the drive thru lane, or I would have. The person in the car in front of me received her bag of food TWICE and gave both bags back. The employee should have parked that car so other customers could be taken care of. I've already been told to park when all I ordered was an iced coffee. This place has horrible service usually, but it was really bad today. Never going back.	McDonald's	State Hwy 19 And County Rd N	Sun Prairie	WI	53590	7	0	Restaurants, Fast Food, Burgers	-89.212639	43.1878022
