business_id	name	address	city	state	postal_code	stars	review_count	is_open	categories	longitude	latitude
Y0_KRVDTasHCTh_P-WRSqg	Burger King	2105 West Springfield Ave	Champaign	IL	61821	2	9	1	Burgers, Restaurants, Hot Dogs, Fast Food	-88.2815084	40.112532
8hZblciqzGSBxq22K3FRtQ	McDonald's	7505 Day Dr	Parma	OH	44129	2.5	11	1	Fast Food, Restaurants, Coffee & Tea, Food, Burgers	-81.7360962	41.3798258
E4U8RCe42CpT3rtof7hEwQ	Wendy's	2691 Freeport Rd.	Pittsburgh	PA	15238	2	6	1	Burgers, Restaurants, Fast Food	-79.8354162	40.5380993
RDIwHXfEOoUYM5jnMzdLcg	Wendy's	21250 Center Ridge Rd.	Rocky River	OH	44116	1.5	19	1	Burgers, Restaurants, Fast Food	-81.8556677	41.4610685
qrcAGkBi0Qhg0HIfUJBDhg	Burger King	5940 University Blvd	Coraopolis	PA	15108	1.5	12	1	Restaurants, Burgers, Fast Food	-80.2180289715	40.5218954862
vqa8Q38bnFSsPQEahuiqRQ	Burger King	4123 Pearl Rd	Cleveland	OH	44109	3.5	3	1	Fast Food, Burgers, Restaurants	-81.7034948	41.4430534
3a1w3Ufs9CCC3GJTAV8EpQ	McDonald's	4500 University Ave	Madison	WI	53705	2.5	10	1	Fast Food, Burgers, Coffee & Tea, Food, Restaurants	-89.4548245015	43.0759110665
lq-S8rP-advEFlshnCV3gQ	Burger King	2828 Carnegie Ave	Cleveland	OH	44115	2	11	1	Fast Food, Burgers, Restaurants	-81.6680124	41.499427
f8q51Apmg7Ojq4S1cXh9tw	McDonald's	3921 Wheatley Rd	Richfield	OH	44286	2.5	19	1	Restaurants, Fast Food, Food, Filipino, Burgers, Coffee & Tea	-81.6291927	41.2211289
Vd2fEopYlkAqtW9ePfKZHg	Burger King	2224 Leavitt Rd	Lorain	OH	44052	3	3	1	Burgers, Fast Food, Restaurants	-82.202813	41.4493566
t99PAVtrCQKadEsKnjUYkw	McDonald's	4905 Monona Dr	Monona	WI	53716	1.5	10	1	Restaurants, Coffee & Tea, Food, Burgers, Fast Food	-89.326637825	43.0667158085
AtxsOItCn8Ey5daq7TjzSA	McDonald's	1301 Perimeter Rd	Mount Horeb	WI	53572	1.5	12	1	Fast Food, Restaurants, Food, Burgers, Coffee & Tea	-89.7224979743	43.0096094794
xJfM3UbnaQkLPEMZgLNuyQ	Wendy's	8104 Broadway	Cleveland	OH	44105	2.5	3	1	Fast Food, Restaurants, Burgers	-81.6309292	41.4511779
F5Fq0GrN3BkwMdm9i06clA	McDonald's	15500 Broadway Ave	Maple Heights	OH	44137	1.5	7	0	Restaurants, Fast Food, Burgers	-81.5725017981	41.4177130698
2UCzVYukzHitLxHvwr8Kqg	Wendy's	103 Northtowne Square	Gibsonia	PA	15044	1.5	4	1	Restaurants, Burgers, Fast Food	-79.939338	40.637709
pmkqmJHvl09o6NoBP4d_TQ	McDonald's	2626 Allen Blvd	Middleton	WI	53562	1.5	12	1	Food, Burgers, Fast Food, Coffee & Tea, Restaurants	-89.4872742891	43.1038969304
cfjkP0icF3wdaOJQJUy9sw	Wendy's	5422 Baum Blvd.	Pittsburgh	PA	15232	2	51	1	Fast Food, Restaurants, Burgers	-79.9377973675	40.4571266518
ewsYllWspvnP8aP0C4ctLQ	McDonald's	981 W North St	Deforest	WI	53532	1.5	15	1	Restaurants, Fast Food, Food, Burgers, Coffee & Tea	-89.3754141033	43.2498818862
3WM_jqSaMju2zEGYLK5HPQ	Burger King	4095 State Rd	Cuyahoga Falls	OH	44223	2	3	1	Hot Dogs, Fast Food, Burgers, Restaurants	-81.507993	41.182844
xqBAXE1lpxKBEGLCiuK8bA	Wendy's	1410 Colorado Ave	Lorain	OH	44052	2	5	1	Restaurants, Burgers, Fast Food	-82.1563414	41.4652395
sARejHFyWLA93RgGwkhy5g	Burger King	8515 Euclid Ave	Cleveland	OH	44106	3	13	1	Burgers, Restaurants, Fast Food	-81.6274713779	41.5039551302
8JT3Nh314calBrKf6i7Pzw	Burger King	799 Front Street	Berea	OH	44017	4.5	4	1	Fast Food, Burgers, Restaurants	-81.8535583	41.387381
GBPZ8UB7WRmnl1deCJCaPg	Wendy's	34323 Center Ridge	N.Ridgeville	OH	44039	2	8	1	Fast Food, Restaurants, Burgers	-81.9959821	41.3978423
y_Oig8XBVyyOJ-r_m95ABg	Wendy's	60 Town Square Way	Pittsburgh	PA	15227	2.5	3	1	Fast Food, Restaurants, Burgers	-79.9829501286	40.3675100199
XMCNABugc_Pw3g4LohYZww	McDonald's	7277 Saltsburg Rd	Penn Hills	PA	15235	1.5	6	1	Restaurants, Burgers, Fast Food, Coffee & Tea, Food	-79.7880913317	40.4771925769
9QvlTB8o2oxtWIVUc-DLVQ	Burger King	971 North Court Street	Medina	OH	44256	2	7	1	Restaurants, Fast Food, Burgers	-81.8638186	41.1521147
2pWpFiaAY_RYqx-sVqLlRg	McDonald's	21675 Center Ridge Rd	Rocky River	OH	44116	4	7	1	Food, Restaurants, Burgers, Fast Food, Coffee & Tea	-81.8601635098	41.4592174908
PuxKvdjE1vyPyswDZ1ZFFA	McDonald's	27322 Lorain Rd	North Olmsted	OH	44070	2	9	1	Coffee & Tea, Restaurants, Food, Burgers, Fast Food	-81.9248811977	41.4155471538
eDoXXly5LT2GkMUTZddKtw	Burger King	6000 Memphis Ave	Cleveland	OH	44144	2	9	1	Burgers, Restaurants, Fast Food	-81.7284869	41.4402949
tOET35bbqhf7FSJCz4czqg	McDonald's	9101 Kinsman Ave	Cleveland	OH	44104	1	7	1	Food, Restaurants, Burgers, Sandwiches, Coffee & Tea, Fast Food	-81.6226145	41.472748
yLnpDARXjqc1Iaom-Pcf7g	McDonald's	4159 Lee Rd	Cleveland	OH	44128	2	7	1	Coffee & Tea, Fast Food, Burgers, Restaurants, Food	-81.5643129	41.4465092
cxCxWI097kFvORVhCLd6kw	Wendy's	502 Liberty Ave	Pittsburgh	PA	15222	3.5	3	0	Restaurants, Fast Food, Burgers	-80.0033629	40.4413206
m8sKolCBYLC7vFIWop7HKA	McDonald's	1430 W 117th St	Lakewood	OH	44107	1.5	30	1	Restaurants, Fast Food, Burgers, Coffee & Tea, Food	-81.7693389859	41.4826078
agxkmEg9ziET-_CUlBrT2w	Five Guys	30297 Detroit Rd	Westlake	OH	44145	3.5	27	1	Fast Food, Burgers, American (New), Restaurants	-81.9555501	41.4616591
-Ewxv_Wc1uQzJQQBeQJWyA	McDonald's	Raceway Plz	Carnegie	PA	15106	1.5	11	0	Restaurants, Burgers, Hot Dogs, Fast Food	-80.0937399	40.3868181
dcfh1BEj4EXKqA16zi0TiA	McDonald's	2733 E Washington Ave	Madison	WI	53704	1	8	1	Fast Food, Food, American (New), Restaurants, Burgers, Coffee & Tea	-89.3459849135	43.1020816826
f1rTfiLVW5oofYlhTSEkYg	Wendy's	5360 Warrensville Center Road	Maple Hts.	OH	44137	2	8	1	Fast Food, Restaurants, Burgers	-81.537954	41.414767
_zrquX9OooU6OmYH0rr07w	McDonald's	3723 Washington Rd	Mc Murray	PA	15317	2	7	1	Restaurants, Fast Food, Coffee & Tea, Burgers, Food	-80.124013	40.2779174439
fUO4w9CBKv6_oP0VCk7VQg	Burger King	174 E Tallmadge Ave	Akron	OH	44310	2	5	1	Restaurants, Burgers, Fast Food	-81.508529	41.1017853
PvZoaoIOvIX-32ur3l_jww	Five Guys	2030 Pittsburgh Mills Blvd	Tarentum	PA	15084	4	21	1	American (New), Restaurants, Fast Food, Hot Dogs, Sandwiches, Burgers	-79.8017529	40.5707022
nDZiSJcugs5D1A1iwuMh8w	Wendy's	5815 St. Clair Ave.	Cleveland	OH	44103	1.5	7	1	Burgers, Restaurants, Fast Food	-81.6510169	41.5229982
Q-1rmWpYHi-vglQZppSeKQ	McDonald's	23321 Broadway Ave	Oakwood Village	OH	44146	1.5	16	1	Restaurants, Food, Burgers, Coffee & Tea, Fast Food	-81.510207653	41.3676995787
1xEFOt8ArF0k4cpqWUk9gg	McDonald's	4557 Ohio River Blvd	Pittsburgh	PA	15202	2.5	15	1	Restaurants, Coffee & Tea, Food, Burgers, Fast Food	-80.062186271	40.4921511238
R5TXUXSKpREYEX2PQ5goIw	McDonald's	12690 Rockside Rd	Garfield Heights	OH	44125	2.5	7	1	Fast Food, Restaurants, Coffee & Tea, Burgers, Food	-81.5972781822	41.3997529773
aXGFHBmure6O0xE-0ixUHQ	Burger King	2239 State Rd, Ste 45	Austinburg	OH	44010	2.5	7	1	Fast Food, Restaurants, Burgers	-81.5082111	41.1378108
8i04GQgUY3g8q2iw7mewIQ	McDonald's	306 S Market St	Monticello	IL	61856	1.5	5	1	Fast Food, Restaurants, Coffee & Tea, Burgers, Food	-88.5743495822	40.0237941507
5l3rL215ePgdxCnhXHGCEQ	McDonald's	415 Midway Blvd	Elyria	OH	44035	3	4	0	Fast Food, Restaurants, Burgers	-82.1077083842	41.3989589342
zG9306XlgO9EyIhSpBBw0Q	Burger King	909 Butler St	Etna	PA	15223	1.5	6	1	Restaurants, Burgers, Fast Food	-79.9475343	40.5111529
gpuhse-YJgkL0-W5z_xDRw	Wendy's	5200 Abbe Road	Elyria	OH	44035	2.5	9	1	Restaurants, Burgers, Fast Food	-82.0776106	41.4223459
tCCBl_sHPQsJg37g2fjRpA	McDonald's	2909 W Kirby Ave	Champaign	IL	61821	1.5	14	1	Fast Food, Food, Restaurants, Burgers, Coffee & Tea	-88.2938878146	40.0979104613
OQybCnZk7wG1YaAnlkmDlw	Burger King	5021 S O M Center Rd	Willoughby	OH	44094	1.5	7	1	Fast Food, Burgers, Restaurants	-81.4394652	41.6242199
5wyCSyKqUCjRZKDaWX_fmQ	Wendy's	1374 Som Center	Mayfield Hts.	OH	44124	1.5	18	1	Burgers, Fast Food, Restaurants	-81.4392506	41.5231925
hctmFEbxF6upCtFhbHOb5A	McDonald's	35900 Center Ridge Rd	North Ridgeville	OH	44039	2.5	7	1	Burgers, Restaurants, Fast Food, Food, Coffee & Tea	-82.018085192	41.3908363372
XfxD1quRd8DhNwL1ZHwjMw	McDonald's	18228 Sloane Ave	Lakewood	OH	44107	2	3	0	Fast Food, Restaurants	-81.824894	41.486463
3vZ8ECJuiEZIuDv7OQ2NHw	McDonald's	11580 Euclid Ave	Cleveland	OH	44106	2	5	0	Restaurants, Fast Food	-81.604126	41.5093411
KOxJOievdW0w7lJVfE4QtQ	Wendy's	933 North Court St.	Medina	OH	44256	1.5	9	1	Restaurants, Fast Food, Burgers	-81.8635412	41.1536376
vJZUAEoGunENFVSZkAOT9Q	McDonald's	36141 Lakeshore Blvd	Eastlake	OH	44095	1	5	1	Fast Food, Food, Coffee & Tea, Burgers, Restaurants	-81.4275294784	41.6772055
yMrlJztKmGQ2Bg2pAgDS9g	Wendy's	3067 Medina Rd	Medina	OH	44256	1.5	4	1	Burgers, Restaurants, Fast Food	-81.7976254	41.1367702
MBodaRSaAp_FY3CkhfRXNQ	Wendy's	2858 Fish Hatchery Road	Fitchburg	WI	53713	2	15	1	Fast Food, Burgers, Restaurants	-89.4112148	43.0295557
ZRN0FtNiKU5ax3ZDa70REA	McDonald's	3221 Oberlin Ave	Lorain	OH	44052	2	5	1	Fast Food, Food, Burgers, Coffee & Tea, Restaurants	-82.184865	41.440923
4FdXVA-WxWwc5rmjRPJVnQ	McDonald's	4502 E Washington Ave	Madison	WI	53704	1.5	12	1	Restaurants, Food, Fast Food, Coffee & Tea, Burgers	-89.3086069822	43.1287479014
f84Wh7dq6ex1rryPgmvPiA	McDonald's	630 Brownsville Rd	Pittsburgh	PA	15210	2	12	1	Coffee & Tea, Restaurants, Food, Fast Food, Burgers	-79.990983	40.409953
7TDAgfGK5duI3FoEFNTStg	McDonald's	6380 Stuebenville Pike	Crafton	PA	15205	2	18	1	Restaurants, Coffee & Tea, Fast Food, Food, Burgers	-80.1555794477	40.4483166773
RBwAfKwvWcZ8NY7zKbzYHg	Wendy's	7317 Mcknight Road	Pittsburgh	PA	15237	1.5	19	1	Hot Dogs, Burgers, Restaurants, Fast Food	-80.0118948193	40.5380720754
VbOImKyZXvLuYkF4gnQWfQ	Shake Shack	311 Park Ave, Ste 121A	Orange Village	OH	44122	3.5	198	1	Restaurants, Burgers	-81.486714	41.454034
NaqR4ptSaeqm33-rAtBz0w	Wendy's	116 Peebles Street	Wilkinsburg	PA	15221	2.5	9	1	Restaurants, Burgers, Fast Food	-79.8931622	40.4461454
oUk9yi2Pcu0isDYGgb7Hgg	McDonald's	100 Bobby Vinton Blvd	Canonsburg	PA	15317	2.5	20	1	Restaurants, Fast Food, Coffee & Tea, Burgers, Food	-80.1722453535	40.2636233695
1uAZaTHYn9rqTFtOl3sDEQ	McDonald's	33560 Aurora Rd	Solon	OH	44139	1.5	5	0	Fast Food, Burgers, Restaurants	-81.4400853	41.3845937
_E5sWHHe0tlVPuU6pR1gVg	Burger King	19000 Brookpark Rd	Cleveland	OH	44135	2	4	1	Restaurants, Burgers, Fast Food	-81.832565	41.419197
zKRLyE8FgTtzsp5zXU7G2Q	McDonald's	10637 Main St	Mantua	OH	44255	2.5	10	1	Fast Food, Food, Coffee & Tea, Restaurants, Burgers	-81.2248380482	41.2809862087
t-EcsRa2ihCBNTD_-wPDaA	Wendy's	7635 Mentor Ave.	Mentor	OH	44060	3	9	1	Fast Food, Restaurants, Burgers	-81.368383	41.658528
wVu1rjJuXa2QIsB20auW8g	Wendy's	436 Center Street	Chardon	OH	44024	1.5	5	1	Restaurants, Fast Food, Burgers	-81.2219784	41.5894389
9UyjZhGr9qVhwQzWCvElPg	McDonald's	1280 S Water St	Kent	OH	44240	2	16	1	Fast Food, Coffee & Tea, Burgers, Restaurants, Food, Hot Dogs	-81.358229	41.1424156
NNHnU8NXDM9fVPm52Z6-JA	McDonald's	1733 Pearl Rd	Brunswick	OH	44212	2	10	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.8408207671	41.2282995957
5CjdVHY504ccwZ2n3uyPOA	McDonald's	549 Clairton Blvd	Pittsburgh	PA	15236	1.5	7	1	Burgers, Restaurants, Fast Food, Food, Coffee & Tea	-79.9454031093	40.3317427775
a7xD9CEepfivEZAKrCEPbw	Wendy's	4001 Butler Street	Pittsburgh	PA	15201	2	36	1	Restaurants, Fast Food, Burgers	-79.9623076	40.4690987
0yFe_kQiynisvahzVuq6Mw	Burger King	415 Home Dr	Pittsburgh	PA	15275	1.5	11	1	Restaurants, Burgers, Fast Food	-80.1822319	40.4503788
gk_VKgx57BujzRSoQ4S47A	McDonald's	10400 Sprague Rd	Parma	OH	44130	1.5	10	1	Restaurants, Fast Food, Coffee & Tea, Food, Burgers	-81.7584977194	41.3511479386
4uS3BblH63PqikgUCnyEcA	McDonald's	6225 Mayfield Rd	Mayfield Heights	OH	44124	3.5	25	1	Fast Food, Restaurants, Food, Coffee & Tea, Burgers	-81.4553761724	41.5205062909
U4DbCXyX_Hd451MoQCw9iw	McDonald's	1429 Hwy 51 W	Stoughton	WI	53589	2	13	1	Coffee & Tea, Burgers, Food, Fast Food, Restaurants	-89.2379640661	42.917998014
Q23a-p9DWB9jbB1dgYeyTA	Five Guys	4025 Richmond Rd, Unit H	Warrensville Heights	OH	44122	4	32	1	Restaurants, Fast Food, Burgers, American (New)	-81.4958236	41.448183
vvVGXfsQdvonM2Cpg49DXw	McDonald's	7575 Auburn Rd	Concord Township	OH	44077	2	8	1	Burgers, Fast Food, Food, Restaurants, Coffee & Tea	-81.2451792508	41.6655367765
1_vzSC8IaHHMLg1d81KdjA	McDonald's	8775 Mentor Ave	Mentor	OH	44060	2.5	6	1	Coffee & Tea, Restaurants, Burgers, Food, Fast Food	-81.3261889162	41.6733636774
qw1T026yhIb6MR_Xf9a9Vw	McDonald's	712 Steels Corners Rd	Stow	OH	44224	2.5	5	1	Restaurants, Fast Food, Food, Coffee & Tea, Burgers	-81.4838623294	41.180775763
_rKz-rQPzUAIZWlUHCKgow	McDonald's	3708 Forbes Ave	Pittsburgh	PA	15213	1.5	22	1	Restaurants, Fast Food, Burgers, Coffee & Tea, Food	-79.957259	40.441228
DaxEPd4fQNCksMy3xzBraA	McDonald's	6201 Brecksville Rd	Independence	OH	44131	3	24	1	Coffee & Tea, Burgers, Fast Food, Food, Restaurants	-81.6404483467	41.3938699659
zZB5pi8nld4d8TPAL2seHA	Burger King	1549 East 55 Street	Cleveland	OH	44103	3.5	4	1	Restaurants, Fast Food, Burgers	-81.6515315	41.516755
qQu--8A6Ic0rytLfI1r4dg	Wendy's	1905 S Neil St	Champaign	IL	61820	1.5	5	0	Restaurants, Burgers, Fast Food	-88.2463012616	40.0908819198
NDKBMYjNhckqg_lf53plug	Burger King	22740 Lorain Rd	Fairview Park	OH	44126	2	5	1	Burgers, Fast Food, Restaurants	-81.8722778	41.4387357
rmzOeemTM-1jiJprpHec0A	Wendy's	2805 Jacks Run Road	White Oak	PA	15131	2.5	7	1	Burgers, Restaurants, Fast Food	-79.8086183	40.3379492
CObgcxFJuEXZZpm4Mw3z1A	McDonald's	1605 S Neil	Champaign	IL	61820	2	35	1	Fast Food, Burgers, Coffee & Tea, Restaurants, Food	-88.2452390296	40.0975206791
UbYl76BraRy2HObPNLs4Aw	McDonald's	7245 Pearl Rd	Middleburg Heights	OH	44130	2	7	1	Fast Food, Coffee & Tea, Burgers, Restaurants, Food	-81.803145	41.368398
9HQVSY9-ZnrgTUF72I-4PQ	McDonald's	7700 Reynolds Rd	Mentor	OH	44060	1.5	7	1	Fast Food, Coffee & Tea, Food, Restaurants, Burgers	-81.3789760736	41.6610602747
YTVL8ZouIwFMZiwHJfYgTw	Burger King	5702 Royalton Rd	North Royalton	OH	44133	3.5	3	1	Fast Food, Restaurants, Burgers	-81.725799	41.3140234
So2tr4GnhCMYeZvfJYRCEQ	Burger King	1795 Snow Rd	Parma	OH	44134	2.5	5	1	Burgers, Restaurants, Fast Food	-81.6948725	41.4047596
d2VdAB1-AasPxxLPL6QE4A	McDonald's	2750 Prairie Lakes Dr	Sun Prairie	WI	53590	1.5	28	1	Coffee & Tea, Restaurants, Burgers, Fast Food, Food	-89.2670749911	43.1665948496
CNXUru6x_qrG8R-IeOuwgQ	McDonald's	1705 S Philo Rd	Urbana	IL	61801	2	7	1	Fast Food, Burgers, Coffee & Tea, Food, Restaurants	-88.1911993667	40.0973688669
h92Eq9JOllmX9cQBfz2ggA	Wendy's	4000 Medina Rd	Akron	OH	44333	3.5	4	1	Fast Food, Burgers, Restaurants	-81.6431377862	41.1341362521
I79WiJ-7Xkufc392qH77ag	Burger King	9535 State Route 14	Streetsboro	OH	44241	1	5	1	Restaurants, Burgers, Fast Food, Hot Dogs	-81.3568302	41.2441662
riOcJNKde7ZpkH_n7HtZ5w	McDonald's	5304 Royalton Rd	North Royalton	OH	44133	1	8	1	Burgers, Restaurants, Food, Coffee & Tea, Fast Food	-81.7227438	41.3144333
di_tqAB6F8AsTnBFtvqs-w	McDonald's	300 Market Place Dr	Oakdale	PA	15071	1.5	15	1	Food, Fast Food, Coffee & Tea, Burgers, Restaurants	-80.2393197	40.4408929
xTf9XC5JG4Al7f9mP5tpsg	Burger King	14 Pearl Rd	Brunswick	OH	44212	2	9	1	Fast Food, Restaurants, Burgers	-81.8369237	41.2751664
Ju6Dq1mZ6jZ7W136j1oB1w	Burger King	14101 Cedar Rd	South Euclid	OH	44121	3	7	1	Burgers, Fast Food, Restaurants	-81.5319758	41.5016817
m8qGdllgcUSqZmcryQWM9A	McDonald's	4910 N Market St	Champaign	IL	61822	1.5	10	1	Burgers, Restaurants, Coffee & Tea, Fast Food, Food	-88.240266	40.178005
G9LyIc5LgBNM_zF8BJMhNg	McDonald's	120 Penn Cir W	Pittsburgh	PA	15206	2.5	8	0	Hot Dogs, Restaurants, Burgers, Fast Food	-79.9269035	40.4630795
Sr_VUJBhqcKCDLRv0JkrDg	McDonald's	1650 Copley Rd	Akron	OH	44320	1	5	1	Restaurants, Fast Food, Burgers, Coffee & Tea, Food	-81.5813845878	41.0841590818
GaP5KfdlDuNasKgTNR8Saw	Wendy's	891 Freeport Road	Pittsburgh	PA	15238	2	9	1	Burgers, Fast Food, Restaurants	-79.8906252	40.4869284
NcCl0Awt7dF6PZmFHXWGNw	McDonald's	430 Penn Ave	Wilkinsburg	PA	15221	2	14	1	Burgers, Restaurants, Fast Food, Coffee & Tea, Food	-79.8886681348	40.4446355878
bRrr2tmhBnE1uGFqmdFUhg	Wendy's	1487 Center Road	Avon	OH	44011	3.5	7	1	Burgers, Fast Food, Restaurants	-82.018942	41.468272
oia3V-RDZepljWUGCRVdaw	Burger King	3220 Library Rd	Castle Shannon	PA	15234	2.5	6	1	Fast Food, Restaurants, Burgers	-80.0116335	40.3696836
INsBi18bVl4UNqRcGzAkLQ	McDonald's	11420 Buckeye Rd	Cleveland	OH	44104	1	9	1	Burgers, Fast Food, Food, Coffee & Tea, Sandwiches, Restaurants	-81.6047511902	41.48092
EOlHhLgp32dCdSlsMpiG6A	Five Guys	517 State St	Madison	WI	53703	3.5	73	1	Fast Food, Burgers, Restaurants	-89.3943667	43.0746782
F8p7jBnOJIcclFL8AEVt0g	Five Guys	4899 William Penn Hwy	Murrysville	PA	15668	3.5	8	0	Burgers, Restaurants, Fast Food, American (New)	-79.6615748	40.421954
OEXe9Rge71Ha3qLKGIK9gQ	McDonald's	1102 Regent St	Madison	WI	53715	2.5	32	1	Restaurants, Coffee & Tea, Fast Food, Burgers, Food	-89.4045227766	43.0680177754
XppfCknY2p3xhEgrelEqzg	McDonald's	2200 Snow Rd	Parma	OH	44134	1.5	6	1	Restaurants, Fast Food, Coffee & Tea, Burgers, Food	-81.6979341209	41.4053328735
kmtA5-Yz6sy5bbCdJ0T8-w	Burger King	2691 State Rd	Cuyahoga Falls	OH	44223	1	7	1	Burgers, Fast Food, Restaurants	-81.5080582	41.1469764
KedpWqBphmRopwBd7trzFw	Wendy's	608 S Sixth St	Champaign	IL	61820	2	8	0	Restaurants, Fast Food, Burgers	-88.2302965969	40.1108047945
QzpdN_I4B_A6b5PzPIUchA	McDonald's	500 Leavitt Rd	Amherst	OH	44001	2	25	1	Burgers, Fast Food, Coffee & Tea, Restaurants, Food	-82.2101153433	41.411874957
_4-kSAZ1qopE2GcMojLxzg	Burger King	414 Water Street	Chardon	OH	44024	1	5	1	Burgers, Restaurants, Fast Food	-81.2106144	41.5812817
K9vNp74Ev9Am6VueAjCOAw	McDonald's	505 A St	Sun Prairie	WI	53590	1.5	18	1	Food, Restaurants, Burgers, Fast Food, Coffee & Tea	-89.2299473367	43.1879461637
7svK0DI4BOP0cqjSww7cZQ	McDonald's	7702 Mc Knight Rd	Pittsburgh	PA	15237	1.5	10	1	Coffee & Tea, Burgers, Food, Restaurants, Fast Food	-80.016399622	40.5463340227
YdAF8Csxnxvj4TXz7ffH1Q	Burger King	1321 West Bagley Rd	Berea	OH	44017	2	6	1	Burgers, Fast Food, Restaurants	-81.8926865	41.3721471
0Z_r3EFCyoPCHlnNwGBTtw	McDonald's	547 Broad St	Elyria	OH	44035	1	3	0	Restaurants, Burgers, Fast Food	-82.1088214	41.3680907
TsNYXmSJYjIq1WN8EfP0Aw	McDonald's	8230 Euclid Ave	Cleveland	OH	44106	1.5	11	0	Restaurants, Burgers, Fast Food	-81.630067	41.503143
nZ4uuPHq0QLM5DwI52aO3Q	Burger King	7500 Detroit Rd	Cleveland	OH	44102	3	5	1	Restaurants, Fast Food, Burgers	-81.7368571299	41.4827155505
5qK-Tjo3jJLHOSgvtMcmSg	McDonald's	5745 Heisley Rd	Mentor	OH	44060	2.5	7	1	Burgers, Food, Coffee & Tea, Restaurants, Fast Food	-81.3001906872	41.7143805681
WB1albu5FvNP16BAtTIIVg	Wendy's	1015 Ohio River Blvd	Avalon	PA	15202	1	18	1	Restaurants, Burgers, Fast Food	-80.0635987	40.4940917
XS9w11zE6CuHAb8N1TeJzw	Burger King	11790 Madison Ave	Lakewood	OH	44107	2	5	1	Burgers, Fast Food, Restaurants	-81.7699683	41.4773693
l41wGszBMiKliQ8F6syUKw	McDonald's	200 Walmart Plz	Gibsonia	PA	15044	3	6	1	Restaurants, Coffee & Tea, Food, Fast Food, Burgers	-79.9441087246	40.6214804939
_cnEt-zbF3WnDt9ZapaCIQ	Wendy's	558 Griswold	Elyria	OH	44035	1.5	9	1	Fast Food, Burgers, Restaurants	-82.107802	41.400567
3XBN60tLWqr7WZuDZsyZkA	McDonald's	6400 Macedonia Commons Blvd	Macedonia	OH	44056	1.5	26	1	Fast Food, Food, Coffee & Tea, Restaurants, Burgers	-81.5179331508	41.3059661291
hZ79bbzGuiU0ThbasNEALQ	McDonald's	363 Perry Hwy	Pittsburgh	PA	15229	2	13	1	Coffee & Tea, Food, Restaurants, Burgers, Fast Food	-80.0293178149	40.5175797044
iKz28QQI73mji28XNJFMUw	McDonald's	3023 Washington Pike	Bridgeville	PA	15017	2	28	1	Restaurants, Fast Food, Burgers, Food, Coffee & Tea	-80.1145833	40.3537208
d24LIT55-aAr7l1X99vpjw	McDonald's	8329 Mayfield Rd	Chesterland	OH	44026	2.5	9	1	Coffee & Tea, Restaurants, Fast Food, Burgers, Food	-81.3444543367	41.5215677004
aYNIFfjoNiVeqItKReme9A	Burger King	34275 Aurora Rd	Solon	OH	44139	1.5	11	1	Restaurants, Burgers, Fast Food	-81.4344755	41.3847539
WDizddkAgaQNYA0EbQLCzA	Wendy's	2363 East Aurora Road	Twinsburg	OH	44087	1.5	20	1	Fast Food, Burgers, Restaurants	-81.454455423	41.3119228192
628e-765wk51Q0diAuLbuQ	McDonald's	5114 Northfield Rd	Maple Heights	OH	44137	1.5	6	1	Restaurants, Fast Food, Food, Burgers, Coffee & Tea	-81.5278078857	41.4212815367
PuY09XUxfQhURBhaQNJuqw	McDonald's	3211 Clark Ave	Cleveland	OH	44109	2.5	11	1	Burgers, Restaurants, Irish, Food, Fast Food, Coffee & Tea	-81.7048192723	41.4695154758
66-KwrVLQonWugvwsgN-YA	Burger King	10260 Brookpark Rd	Cleveland	OH	44130	3	8	1	Restaurants, Burgers, Fast Food	-81.7568759993	41.4188442291
0-aoCkMjQqoOCr04QYZ1dA	McDonald's	25640 Miles Rd	Bedford Heights	OH	44128	2	11	1	Fast Food, Burgers, Coffee & Tea, Food, Restaurants	-81.4975503087	41.4238585
QZjBYhI6gX-hD3d1Ed-s7Q	Wendy's	26650 Lorain Rd	N.Olmsted	OH	44070	1	12	1	Fast Food, Burgers, Hot Dogs, Restaurants	-81.9177204	41.4186553
HAt7VY-_uhl_ERUpGVqwVQ	Burger King	12380 Pearl Rd	Strongsville	OH	44136	2	6	1	Restaurants, Fast Food, Burgers	-81.8370717	41.3225304
XOJHCTurJR--csljYSakvQ	Burger King	14601 Snow Rd	Brook Park	OH	44142	1.5	7	1	Fast Food, Burgers, Restaurants	-81.797141	41.4041309
PIiVJJ4mgiltU-u6Byn2_w	Wendy's	603 Clairton Blvd.	Pittsburgh	PA	15236	1.5	15	1	Fast Food, Restaurants, Burgers	-79.9452176	40.3310179
RIs9S5ZiXBSTyjt6P2Yshw	McDonald's	10710 Lorain Ave	Cleveland	OH	44111	1	5	1	Restaurants, Fast Food, Burgers, Food, Coffee & Tea	-81.7609793	41.4649382
WGO02-cLiWjeJh0PPLQMBw	Wendy's	27400 Chagrin Blvd.	Orange	OH	44122	1	20	1	Fast Food, Breakfast & Brunch, Restaurants, Burgers	-81.4859401	41.462061
z7h3_K5lg3RnYieq04C0Vg	McDonald's	5240 Turney Rd	Garfield Heights	OH	44125	1	13	1	Food, Restaurants, Burgers, Fast Food, Coffee & Tea	-81.608104	41.4190528597
